Fra,Til,KWH 60 Forbruk
04.06.2020 13:00,04.06.2020 14:00,"0,342"
04.06.2020 14:00,04.06.2020 15:00,"0,327"
04.06.2020 15:00,04.06.2020 16:00,"0,773"
04.06.2020 16:00,04.06.2020 17:00,"0,347"
04.06.2020 17:00,04.06.2020 18:00,"0,837"
04.06.2020 18:00,04.06.2020 19:00,"0,441"
04.06.2020 19:00,04.06.2020 20:00,"0,377"
04.06.2020 20:00,04.06.2020 21:00,"0,333"
04.06.2020 21:00,04.06.2020 22:00,"0,311"
04.06.2020 22:00,04.06.2020 23:00,"0,888"
04.06.2020 23:00,05.06.2020 00:00,"0,465"
05.06.2020 00:00,05.06.2020 01:00,"2,299"
05.06.2020 01:00,05.06.2020 02:00,"0,964"
05.06.2020 02:00,05.06.2020 03:00,"0,345"
05.06.2020 03:00,05.06.2020 04:00,"0,405"
05.06.2020 04:00,05.06.2020 05:00,"0,879"
05.06.2020 05:00,05.06.2020 06:00,"0,375"
05.06.2020 06:00,05.06.2020 07:00,"0,428"
05.06.2020 07:00,05.06.2020 08:00,"1,08"
05.06.2020 08:00,05.06.2020 09:00,"0,593"
05.06.2020 09:00,05.06.2020 10:00,"0,312"
05.06.2020 10:00,05.06.2020 11:00,"0,31"
05.06.2020 11:00,05.06.2020 12:00,"0,935"
05.06.2020 12:00,05.06.2020 13:00,"0,341"
05.06.2020 13:00,05.06.2020 14:00,"0,307"
05.06.2020 14:00,05.06.2020 15:00,"0,75"
05.06.2020 15:00,05.06.2020 16:00,"0,76"
05.06.2020 16:00,05.06.2020 17:00,"1,2"
05.06.2020 17:00,05.06.2020 18:00,"1,069"
05.06.2020 18:00,05.06.2020 19:00,"0,36"
05.06.2020 19:00,05.06.2020 20:00,"0,417"
05.06.2020 20:00,05.06.2020 21:00,"0,852"
05.06.2020 21:00,05.06.2020 22:00,"0,516"
05.06.2020 22:00,05.06.2020 23:00,"0,449"
05.06.2020 23:00,06.06.2020 00:00,"0,47"
06.06.2020 00:00,06.06.2020 01:00,"1,132"
06.06.2020 01:00,06.06.2020 02:00,"0,493"
06.06.2020 02:00,06.06.2020 03:00,"0,488"
06.06.2020 03:00,06.06.2020 04:00,"1,021"
06.06.2020 04:00,06.06.2020 05:00,"0,558"
06.06.2020 05:00,06.06.2020 06:00,"0,559"
06.06.2020 06:00,06.06.2020 07:00,"0,539"
06.06.2020 07:00,06.06.2020 08:00,"0,557"
06.06.2020 08:00,06.06.2020 09:00,"1,111"
06.06.2020 09:00,06.06.2020 10:00,"0,578"
06.06.2020 10:00,06.06.2020 11:00,"0,534"
06.06.2020 11:00,06.06.2020 12:00,"1,452"
06.06.2020 12:00,06.06.2020 13:00,"0,801"
06.06.2020 13:00,06.06.2020 14:00,"0,764"
06.06.2020 14:00,06.06.2020 15:00,"2,943"
06.06.2020 15:00,06.06.2020 16:00,"2,594"
06.06.2020 16:00,06.06.2020 17:00,"0,48"
06.06.2020 17:00,06.06.2020 18:00,"1,568"
06.06.2020 18:00,06.06.2020 19:00,"1,669"
06.06.2020 19:00,06.06.2020 20:00,"3,251"
06.06.2020 20:00,06.06.2020 21:00,"0,703"
06.06.2020 21:00,06.06.2020 22:00,"1,019"
06.06.2020 22:00,06.06.2020 23:00,"1,625"
06.06.2020 23:00,07.06.2020 00:00,"0,987"
07.06.2020 00:00,07.06.2020 01:00,"1,158"
07.06.2020 01:00,07.06.2020 02:00,"0,457"
07.06.2020 02:00,07.06.2020 03:00,"0,424"
07.06.2020 03:00,07.06.2020 04:00,"0,839"
07.06.2020 04:00,07.06.2020 05:00,"0,59"
07.06.2020 05:00,07.06.2020 06:00,"0,401"
07.06.2020 06:00,07.06.2020 07:00,"0,489"
07.06.2020 07:00,07.06.2020 08:00,"0,448"
07.06.2020 08:00,07.06.2020 09:00,"0,966"
07.06.2020 09:00,07.06.2020 10:00,"0,586"
07.06.2020 10:00,07.06.2020 11:00,"0,59"
07.06.2020 11:00,07.06.2020 12:00,"2,007"
07.06.2020 12:00,07.06.2020 13:00,"0,702"
07.06.2020 13:00,07.06.2020 14:00,"1,076"
07.06.2020 14:00,07.06.2020 15:00,"0,569"
07.06.2020 15:00,07.06.2020 16:00,"2,319"
07.06.2020 16:00,07.06.2020 17:00,"2,603"
07.06.2020 17:00,07.06.2020 18:00,"3,02"
07.06.2020 18:00,07.06.2020 19:00,"1,857"
07.06.2020 19:00,07.06.2020 20:00,"0,655"
07.06.2020 20:00,07.06.2020 21:00,"0,634"
07.06.2020 21:00,07.06.2020 22:00,"1,143"
07.06.2020 22:00,07.06.2020 23:00,"1,279"
07.06.2020 23:00,08.06.2020 00:00,"0,432"
08.06.2020 00:00,08.06.2020 01:00,"0,858"
08.06.2020 01:00,08.06.2020 02:00,"0,401"
08.06.2020 02:00,08.06.2020 03:00,"0,385"
08.06.2020 03:00,08.06.2020 04:00,"0,887"
08.06.2020 04:00,08.06.2020 05:00,"0,454"
08.06.2020 05:00,08.06.2020 06:00,"0,384"
08.06.2020 06:00,08.06.2020 07:00,"0,413"
08.06.2020 07:00,08.06.2020 08:00,"1,226"
08.06.2020 08:00,08.06.2020 09:00,"0,608"
08.06.2020 09:00,08.06.2020 10:00,"0,912"
08.06.2020 10:00,08.06.2020 11:00,"0,497"
08.06.2020 11:00,08.06.2020 12:00,"0,55"
08.06.2020 12:00,08.06.2020 13:00,"0,962"
08.06.2020 13:00,08.06.2020 14:00,"0,459"
08.06.2020 14:00,08.06.2020 15:00,"0,557"
08.06.2020 15:00,08.06.2020 16:00,"0,494"
08.06.2020 16:00,08.06.2020 17:00,"0,733"
08.06.2020 17:00,08.06.2020 18:00,"1,094"
08.06.2020 18:00,08.06.2020 19:00,"0,845"
08.06.2020 19:00,08.06.2020 20:00,"1,082"
08.06.2020 20:00,08.06.2020 21:00,"1,289"
08.06.2020 21:00,08.06.2020 22:00,"2,321"
08.06.2020 22:00,08.06.2020 23:00,"1,951"
08.06.2020 23:00,09.06.2020 00:00,"0,876"
09.06.2020 00:00,09.06.2020 01:00,"0,439"
09.06.2020 01:00,09.06.2020 02:00,"0,391"
09.06.2020 02:00,09.06.2020 03:00,"0,851"
09.06.2020 03:00,09.06.2020 04:00,"0,38"
09.06.2020 04:00,09.06.2020 05:00,"0,401"
09.06.2020 05:00,09.06.2020 06:00,"0,392"
09.06.2020 06:00,09.06.2020 07:00,"0,746"
09.06.2020 07:00,09.06.2020 08:00,"0,496"
09.06.2020 08:00,09.06.2020 09:00,"0,966"
09.06.2020 09:00,09.06.2020 10:00,"0,421"
09.06.2020 10:00,09.06.2020 11:00,"0,39"
09.06.2020 11:00,09.06.2020 12:00,"0,432"
09.06.2020 12:00,09.06.2020 13:00,"0,594"
09.06.2020 13:00,09.06.2020 14:00,"0,733"
09.06.2020 14:00,09.06.2020 15:00,"0,379"
09.06.2020 15:00,09.06.2020 16:00,"1,767"
09.06.2020 16:00,09.06.2020 17:00,"2,388"
09.06.2020 17:00,09.06.2020 18:00,"2,86"
09.06.2020 18:00,09.06.2020 19:00,"1,483"
09.06.2020 19:00,09.06.2020 20:00,"0,802"
09.06.2020 20:00,09.06.2020 21:00,"1,596"
09.06.2020 21:00,09.06.2020 22:00,"0,799"
09.06.2020 22:00,09.06.2020 23:00,"1,107"
09.06.2020 23:00,10.06.2020 00:00,"0,351"
10.06.2020 00:00,10.06.2020 01:00,"0,779"
10.06.2020 01:00,10.06.2020 02:00,"0,291"
10.06.2020 02:00,10.06.2020 03:00,"0,282"
10.06.2020 03:00,10.06.2020 04:00,"0,292"
10.06.2020 04:00,10.06.2020 05:00,"0,742"
10.06.2020 05:00,10.06.2020 06:00,"0,36"
10.06.2020 06:00,10.06.2020 07:00,"0,345"
10.06.2020 07:00,10.06.2020 08:00,"0,338"
10.06.2020 08:00,10.06.2020 09:00,"0,99"
10.06.2020 09:00,10.06.2020 10:00,"0,365"
10.06.2020 10:00,10.06.2020 11:00,"0,398"
10.06.2020 11:00,10.06.2020 12:00,"0,388"
10.06.2020 12:00,10.06.2020 13:00,"0,904"
10.06.2020 13:00,10.06.2020 14:00,"0,365"
10.06.2020 14:00,10.06.2020 15:00,"1,032"
10.06.2020 15:00,10.06.2020 16:00,"1,399"
10.06.2020 16:00,10.06.2020 17:00,"1,242"
10.06.2020 17:00,10.06.2020 18:00,"1,205"
10.06.2020 18:00,10.06.2020 19:00,"1,835"
10.06.2020 19:00,10.06.2020 20:00,"0,728"
10.06.2020 20:00,10.06.2020 21:00,"1,705"
10.06.2020 21:00,10.06.2020 22:00,"0,897"
10.06.2020 22:00,10.06.2020 23:00,"0,877"
10.06.2020 23:00,11.06.2020 00:00,"0,828"
11.06.2020 00:00,11.06.2020 01:00,"0,458"
11.06.2020 01:00,11.06.2020 02:00,"0,446"
11.06.2020 02:00,11.06.2020 03:00,"0,238"
11.06.2020 03:00,11.06.2020 04:00,"0,277"
11.06.2020 04:00,11.06.2020 05:00,"0,716"
11.06.2020 05:00,11.06.2020 06:00,"0,28"
11.06.2020 06:00,11.06.2020 07:00,"0,351"
11.06.2020 07:00,11.06.2020 08:00,"0,422"
11.06.2020 08:00,11.06.2020 09:00,"1,421"
11.06.2020 09:00,11.06.2020 10:00,"0,52"
11.06.2020 10:00,11.06.2020 11:00,"0,925"
11.06.2020 11:00,11.06.2020 12:00,"0,653"
11.06.2020 12:00,11.06.2020 13:00,"1,258"
11.06.2020 13:00,11.06.2020 14:00,"0,281"
11.06.2020 14:00,11.06.2020 15:00,"1,144"
11.06.2020 15:00,11.06.2020 16:00,"0,831"
11.06.2020 16:00,11.06.2020 17:00,"1,386"
11.06.2020 17:00,11.06.2020 18:00,"1,139"
11.06.2020 18:00,11.06.2020 19:00,"0,596"
11.06.2020 19:00,11.06.2020 20:00,"1,01"
11.06.2020 20:00,11.06.2020 21:00,"0,613"
11.06.2020 21:00,11.06.2020 22:00,"0,611"
11.06.2020 22:00,11.06.2020 23:00,"1,098"
11.06.2020 23:00,12.06.2020 00:00,"0,48"
12.06.2020 00:00,12.06.2020 01:00,"0,85"
12.06.2020 01:00,12.06.2020 02:00,"0,304"
12.06.2020 02:00,12.06.2020 03:00,"0,279"
12.06.2020 03:00,12.06.2020 04:00,"0,31"
12.06.2020 04:00,12.06.2020 05:00,"0,798"
12.06.2020 05:00,12.06.2020 06:00,"0,342"
12.06.2020 06:00,12.06.2020 07:00,"0,373"
12.06.2020 07:00,12.06.2020 08:00,"0,367"
12.06.2020 08:00,12.06.2020 09:00,"1,078"
12.06.2020 09:00,12.06.2020 10:00,"0,777"
12.06.2020 10:00,12.06.2020 11:00,"0,791"
12.06.2020 11:00,12.06.2020 12:00,"0,529"
12.06.2020 12:00,12.06.2020 13:00,"0,719"
12.06.2020 13:00,12.06.2020 14:00,"1,371"
12.06.2020 14:00,12.06.2020 15:00,"1,028"
12.06.2020 15:00,12.06.2020 16:00,"0,402"
12.06.2020 16:00,12.06.2020 17:00,"0,868"
12.06.2020 17:00,12.06.2020 18:00,"2,677"
12.06.2020 18:00,12.06.2020 19:00,"2,827"
12.06.2020 19:00,12.06.2020 20:00,"2,674"
12.06.2020 20:00,12.06.2020 21:00,"2,311"
12.06.2020 21:00,12.06.2020 22:00,"2,323"
12.06.2020 22:00,12.06.2020 23:00,"0,878"
12.06.2020 23:00,13.06.2020 00:00,"1,591"
13.06.2020 00:00,13.06.2020 01:00,"2,39"
13.06.2020 01:00,13.06.2020 02:00,"0,45"
13.06.2020 02:00,13.06.2020 03:00,"0,362"
13.06.2020 03:00,13.06.2020 04:00,"0,766"
13.06.2020 04:00,13.06.2020 05:00,"0,289"
13.06.2020 05:00,13.06.2020 06:00,"0,34"
13.06.2020 06:00,13.06.2020 07:00,"0,385"
13.06.2020 07:00,13.06.2020 08:00,"0,83"
13.06.2020 08:00,13.06.2020 09:00,"0,341"
13.06.2020 09:00,13.06.2020 10:00,"1,029"
13.06.2020 10:00,13.06.2020 11:00,"0,454"
13.06.2020 11:00,13.06.2020 12:00,"2,304"
13.06.2020 12:00,13.06.2020 13:00,"0,416"
13.06.2020 13:00,13.06.2020 14:00,"0,675"
13.06.2020 14:00,13.06.2020 15:00,"1,429"
13.06.2020 15:00,13.06.2020 16:00,"0,538"
13.06.2020 16:00,13.06.2020 17:00,"0,453"
13.06.2020 17:00,13.06.2020 18:00,"0,771"
13.06.2020 18:00,13.06.2020 19:00,"0,977"
13.06.2020 19:00,13.06.2020 20:00,"1,08"
13.06.2020 20:00,13.06.2020 21:00,"2,512"
13.06.2020 21:00,13.06.2020 22:00,"0,38"
13.06.2020 22:00,13.06.2020 23:00,"0,649"
13.06.2020 23:00,14.06.2020 00:00,"0,919"
14.06.2020 00:00,14.06.2020 01:00,"0,672"
14.06.2020 01:00,14.06.2020 02:00,"0,646"
14.06.2020 02:00,14.06.2020 03:00,"0,533"
14.06.2020 03:00,14.06.2020 04:00,"0,377"
14.06.2020 04:00,14.06.2020 05:00,"0,404"
14.06.2020 05:00,14.06.2020 06:00,"0,415"
14.06.2020 06:00,14.06.2020 07:00,"0,959"
14.06.2020 07:00,14.06.2020 08:00,"0,381"
14.06.2020 08:00,14.06.2020 09:00,"0,408"
14.06.2020 09:00,14.06.2020 10:00,"0,44"
14.06.2020 10:00,14.06.2020 11:00,"0,37"
14.06.2020 11:00,14.06.2020 12:00,"2,222"
14.06.2020 12:00,14.06.2020 13:00,"0,555"
14.06.2020 13:00,14.06.2020 14:00,"0,765"
14.06.2020 14:00,14.06.2020 15:00,"1,038"
14.06.2020 15:00,14.06.2020 16:00,"1,083"
14.06.2020 16:00,14.06.2020 17:00,"1,516"
14.06.2020 17:00,14.06.2020 18:00,"1,341"
14.06.2020 18:00,14.06.2020 19:00,"1,22"
14.06.2020 19:00,14.06.2020 20:00,"1,355"
14.06.2020 20:00,14.06.2020 21:00,"1,051"
14.06.2020 21:00,14.06.2020 22:00,"0,485"
14.06.2020 22:00,14.06.2020 23:00,"0,5"
14.06.2020 23:00,15.06.2020 00:00,"1,643"
15.06.2020 00:00,15.06.2020 01:00,"0,236"
15.06.2020 01:00,15.06.2020 02:00,"0,956"
15.06.2020 02:00,15.06.2020 03:00,"2,475"
15.06.2020 03:00,15.06.2020 04:00,"0,793"
15.06.2020 04:00,15.06.2020 05:00,"0,55"
15.06.2020 05:00,15.06.2020 06:00,"0,64"
15.06.2020 06:00,15.06.2020 07:00,"1,126"
15.06.2020 07:00,15.06.2020 08:00,"0,594"
15.06.2020 08:00,15.06.2020 09:00,"1,123"
15.06.2020 09:00,15.06.2020 10:00,"0,294"
15.06.2020 10:00,15.06.2020 11:00,"0,286"
15.06.2020 11:00,15.06.2020 12:00,"0,33"
15.06.2020 12:00,15.06.2020 13:00,"0,739"
15.06.2020 13:00,15.06.2020 14:00,"0,226"
15.06.2020 14:00,15.06.2020 15:00,"0,294"
15.06.2020 15:00,15.06.2020 16:00,"0,262"
15.06.2020 16:00,15.06.2020 17:00,"0,243"
15.06.2020 17:00,15.06.2020 18:00,"2,246"
15.06.2020 18:00,15.06.2020 19:00,"2,058"
15.06.2020 19:00,15.06.2020 20:00,"1,507"
15.06.2020 20:00,15.06.2020 21:00,"0,629"
15.06.2020 21:00,15.06.2020 22:00,"0,929"
15.06.2020 22:00,15.06.2020 23:00,"1,141"
15.06.2020 23:00,16.06.2020 00:00,"0,267"
16.06.2020 00:00,16.06.2020 01:00,"0,575"
16.06.2020 01:00,16.06.2020 02:00,"0,37"
16.06.2020 02:00,16.06.2020 03:00,"0,337"
16.06.2020 03:00,16.06.2020 04:00,"0,278"
16.06.2020 04:00,16.06.2020 05:00,"0,83"
16.06.2020 05:00,16.06.2020 06:00,"0,389"
16.06.2020 06:00,16.06.2020 07:00,"0,286"
16.06.2020 07:00,16.06.2020 08:00,"0,997"
16.06.2020 08:00,16.06.2020 09:00,"0,928"
16.06.2020 09:00,16.06.2020 10:00,"0,521"
16.06.2020 10:00,16.06.2020 11:00,"0,465"
16.06.2020 11:00,16.06.2020 12:00,"1,466"
16.06.2020 12:00,16.06.2020 13:00,"0,295"
16.06.2020 13:00,16.06.2020 14:00,"0,235"
16.06.2020 14:00,16.06.2020 15:00,"0,265"
16.06.2020 15:00,16.06.2020 16:00,"0,788"
16.06.2020 16:00,16.06.2020 17:00,"0,299"
16.06.2020 17:00,16.06.2020 18:00,"0,257"
16.06.2020 18:00,16.06.2020 19:00,"0,291"
16.06.2020 19:00,16.06.2020 20:00,"0,326"
16.06.2020 20:00,16.06.2020 21:00,"1,099"
16.06.2020 21:00,16.06.2020 22:00,"1,108"
16.06.2020 22:00,16.06.2020 23:00,"1,429"
16.06.2020 23:00,17.06.2020 00:00,"0,94"
17.06.2020 00:00,17.06.2020 01:00,"0,226"
17.06.2020 01:00,17.06.2020 02:00,"0,249"
17.06.2020 02:00,17.06.2020 03:00,"0,753"
17.06.2020 03:00,17.06.2020 04:00,"0,254"
17.06.2020 04:00,17.06.2020 05:00,"0,238"
17.06.2020 05:00,17.06.2020 06:00,"0,333"
17.06.2020 06:00,17.06.2020 07:00,"0,625"
17.06.2020 07:00,17.06.2020 08:00,"1,257"
17.06.2020 08:00,17.06.2020 09:00,"0,327"
17.06.2020 09:00,17.06.2020 10:00,"0,296"
17.06.2020 10:00,17.06.2020 11:00,"0,283"
17.06.2020 11:00,17.06.2020 12:00,"0,85"
17.06.2020 12:00,17.06.2020 13:00,"0,32"
17.06.2020 13:00,17.06.2020 14:00,"0,252"
17.06.2020 14:00,17.06.2020 15:00,"0,261"
17.06.2020 15:00,17.06.2020 16:00,"0,33"
17.06.2020 16:00,17.06.2020 17:00,"0,85"
17.06.2020 17:00,17.06.2020 18:00,"0,259"
17.06.2020 18:00,17.06.2020 19:00,"0,287"
17.06.2020 19:00,17.06.2020 20:00,"0,31"
17.06.2020 20:00,17.06.2020 21:00,"0,276"
17.06.2020 21:00,17.06.2020 22:00,"0,676"
17.06.2020 22:00,17.06.2020 23:00,"0,252"
17.06.2020 23:00,18.06.2020 00:00,"0,252"
18.06.2020 00:00,18.06.2020 01:00,"0,359"
18.06.2020 01:00,18.06.2020 02:00,"2,244"
18.06.2020 02:00,18.06.2020 03:00,"0,828"
18.06.2020 03:00,18.06.2020 04:00,"0,288"
18.06.2020 04:00,18.06.2020 05:00,"0,242"
18.06.2020 05:00,18.06.2020 06:00,"0,78"
18.06.2020 06:00,18.06.2020 07:00,"0,365"
18.06.2020 07:00,18.06.2020 08:00,"0,316"
18.06.2020 08:00,18.06.2020 09:00,"0,587"
18.06.2020 09:00,18.06.2020 10:00,"1,402"
18.06.2020 10:00,18.06.2020 11:00,"0,892"
18.06.2020 11:00,18.06.2020 12:00,"0,623"
18.06.2020 12:00,18.06.2020 13:00,"0,237"
18.06.2020 13:00,18.06.2020 14:00,"0,205"
18.06.2020 14:00,18.06.2020 15:00,"0,67"
18.06.2020 15:00,18.06.2020 16:00,"0,206"
18.06.2020 16:00,18.06.2020 17:00,"0,3"
18.06.2020 17:00,18.06.2020 18:00,"0,766"
18.06.2020 18:00,18.06.2020 19:00,"0,23"
18.06.2020 19:00,18.06.2020 20:00,"0,261"
18.06.2020 20:00,18.06.2020 21:00,"0,271"
18.06.2020 21:00,18.06.2020 22:00,"0,233"
18.06.2020 22:00,18.06.2020 23:00,"0,662"
18.06.2020 23:00,19.06.2020 00:00,"0,184"
19.06.2020 00:00,19.06.2020 01:00,"0,307"
19.06.2020 01:00,19.06.2020 02:00,"1,782"
19.06.2020 02:00,19.06.2020 03:00,"0,259"
19.06.2020 03:00,19.06.2020 04:00,"0,163"
19.06.2020 04:00,19.06.2020 05:00,"0,546"
19.06.2020 05:00,19.06.2020 06:00,"0,379"
19.06.2020 06:00,19.06.2020 07:00,"0,252"
19.06.2020 07:00,19.06.2020 08:00,"1,42"
19.06.2020 08:00,19.06.2020 09:00,"0,591"
19.06.2020 09:00,19.06.2020 10:00,"0,824"
19.06.2020 10:00,19.06.2020 11:00,"0,196"
19.06.2020 11:00,19.06.2020 12:00,"0,224"
19.06.2020 12:00,19.06.2020 13:00,"0,514"
19.06.2020 13:00,19.06.2020 14:00,"0,44"
19.06.2020 14:00,19.06.2020 15:00,"0,168"
19.06.2020 15:00,19.06.2020 16:00,"0,206"
19.06.2020 16:00,19.06.2020 17:00,"0,239"
19.06.2020 17:00,19.06.2020 18:00,"0,207"
19.06.2020 18:00,19.06.2020 19:00,"0,682"
19.06.2020 19:00,19.06.2020 20:00,"0,205"
19.06.2020 20:00,19.06.2020 21:00,"0,224"
19.06.2020 21:00,19.06.2020 22:00,"0,208"
19.06.2020 22:00,19.06.2020 23:00,"0,149"
19.06.2020 23:00,20.06.2020 00:00,"0,117"
20.06.2020 00:00,20.06.2020 01:00,"0,398"
20.06.2020 01:00,20.06.2020 02:00,"0,452"
20.06.2020 02:00,20.06.2020 03:00,"0,282"
20.06.2020 03:00,20.06.2020 04:00,"0,318"
20.06.2020 04:00,20.06.2020 05:00,"0,367"
20.06.2020 05:00,20.06.2020 06:00,"0,265"
20.06.2020 06:00,20.06.2020 07:00,"0,181"
20.06.2020 07:00,20.06.2020 08:00,"0,736"
20.06.2020 08:00,20.06.2020 09:00,"0,238"
20.06.2020 09:00,20.06.2020 10:00,"0,202"
20.06.2020 10:00,20.06.2020 11:00,"0,197"
20.06.2020 11:00,20.06.2020 12:00,"1,136"
20.06.2020 12:00,20.06.2020 13:00,"1,827"
20.06.2020 13:00,20.06.2020 14:00,"0,207"
20.06.2020 14:00,20.06.2020 15:00,"0,169"
20.06.2020 15:00,20.06.2020 16:00,"0,305"
20.06.2020 16:00,20.06.2020 17:00,"0,597"
20.06.2020 17:00,20.06.2020 18:00,"0,165"
20.06.2020 18:00,20.06.2020 19:00,"0,226"
20.06.2020 19:00,20.06.2020 20:00,"0,213"
20.06.2020 20:00,20.06.2020 21:00,"0,674"
20.06.2020 21:00,20.06.2020 22:00,"0,17"
20.06.2020 22:00,20.06.2020 23:00,"0,182"
20.06.2020 23:00,21.06.2020 00:00,"0,141"
21.06.2020 00:00,21.06.2020 01:00,"0,107"
21.06.2020 01:00,21.06.2020 02:00,"0,153"
21.06.2020 02:00,21.06.2020 03:00,"0,639"
21.06.2020 03:00,21.06.2020 04:00,"0,106"
21.06.2020 04:00,21.06.2020 05:00,"1,502"
21.06.2020 05:00,21.06.2020 06:00,"2,151"
21.06.2020 06:00,21.06.2020 07:00,"0,21"
21.06.2020 07:00,21.06.2020 08:00,"0,241"
21.06.2020 08:00,21.06.2020 09:00,"0,743"
21.06.2020 09:00,21.06.2020 10:00,"0,189"
21.06.2020 10:00,21.06.2020 11:00,"0,228"
21.06.2020 11:00,21.06.2020 12:00,"0,259"
21.06.2020 12:00,21.06.2020 13:00,"0,546"
21.06.2020 13:00,21.06.2020 14:00,"1,126"
21.06.2020 14:00,21.06.2020 15:00,"0,673"
21.06.2020 15:00,21.06.2020 16:00,"0,188"
21.06.2020 16:00,21.06.2020 17:00,"0,233"
21.06.2020 17:00,21.06.2020 18:00,"0,895"
